Q231690	Bhimrao Ramji Ambedkar
Q11108738	Zhao Huanhuan
Q6850718	Milan Vukašinović
Q1389125	FK Voždovac
Q986991	Lajos Détári
Q160902	Sigmar Gabriel
Q16267060	Gabriel
Q76613	Hans von Euler-Chelpin
Q44585	Nobel Prize in Chemistry
Q4896598	Best Breakthrough Athlete ESPY Award
Q276356	Matthias Zimmermann
Q18704184	Karlsruher SC II
Q5537834	George Charles Hawker
Q76866	Mohamed Zidan
Q21502204	Zidan
Q7789089	Thomas Dugdale, 1st Baron Crathorne
Q7526303	Sir Charles Tennant, 1st Baronet
Q6788443	Matt Carmichael
Q334	Singapore
Q1149	Indira Gandhi
Q302736	Gandhi
Q337696	Matthew White Ridley, 1st Viscount Ridley
Q42844027	Stella Ridley
Q690876	Arnar Gunnlaugsson
Q19451	Bolton Wanderers F.C.
Q448420	Leon Clarke
Q1095787	Clarke
Q4977546	Bruce George
Q1260558	George
Q216021	Yosef Burg
Q152087	Humboldt University of Berlin
Q560499	Richard Mulcahy
Q35802	Benedictus de Spinoza
Q333634	translator
Q260960	Alan Beith
Q837164	Newcastle University
Q933554	Dominic Iorfa
Q18147196	Dominic
Q8413	Constantine the Great
Q5043	Christianity
Q5236051	David Kirkwood, 1st Baron Kirkwood
Q522037	Víctor Bonilla
Q1063412	Ranbir Kapoor
Q22814303	Kapoor
Q102642	Diane Keaton
Q3404521	David di Donatello for Best Foreign Actress
Q2547652	Eduardo Coudet
Q15799	Club Atlético River Plate
Q333406	John Nott
Q21488819	Nott
Q1042676	Carlos Alhinho
Q112031	São Vicente
Q1459121	Alejandro Correa
Q1578104	Rocha F.C.
Q246497	Mstislav Keldysh
Q1130019	Kremlin Wall Necropolis
Q369915	Rami Shaaban
Q1158306	Rami
Q6429863	Konstancja Czartoryska
Q511689	Wendy Alexander
Q30768016	Minister for Social Inclusion, Local Government and Housing
Q1376260	Vuk Sotirović
Q4685592	Adriano Magrão
Q342303	Grant Holt
Q520816	Diego Martínez
Q5542038	Sir Francis Dyke Acland, 14th Baronet
Q935787	Niall Andrews
Q1984564	Niall
Q619	Nicolaus Copernicus
Q20950516	Niklas Koppernigk the Elder
Q707137	Mikhail Lavrentyev
Q21489087	Lavrentyev
Q38370	Henry VIII of England
Q4267871	Katherine Tudor
Q2518614	Kingsley Wood
Q57338	Mahinda Rajapaksa
Q748	Buddhism
Q532279	Jim Webb
Q59163	prop
Q106555	Jean Rochefort
Q3268638	Lycée Pierre-Corneille
Q183187	Fahd bin Abdulaziz Al Saud
Q205051	Hassa bint Ahmed Al Sudairi
Q1727081	Neil Blaney
Q106099	Jeanne Moreau
Q3171885	Jean Durand
Q21032547	senator of the French Third Republic
Q122229	Martin Buser
Q925225	Danny Tiatto
Q3589775	Australia national under-23 soccer team
Q2313406	Sébastien Carole
Q275614	Marian Aliuță
Q545486	Marian
Q868491	José Miguel Bermúdez
Q184697	Gloria Estefan
Q725430	Papa Waigo
Q167573	Mikhail Kalashnikov
Q1337825	staff sergeant
Q16004	Henri, Grand Duke of Luxembourg
Q230644	Maria Teresa, Grand Duchess of Luxembourg
Q138559	Lord William Bentinck
Q21084424	7th Parliament of the United Kingdom
Q4761512	Andy Woodman
Q250901	Álvaro Arbeloa
Q17163	Johan Cruyff
Q727	Amsterdam
Q7153244	Paul Ritchie
Q182455	Wilt Chamberlain
Q359653	Tommy Douglas
Q93191	Baptists
Q8021781	Willie Redmond
Q7590902	St. Patrick's, Carlow College
Q95687	Claus Korth
Q179637	prisoner of war
Q471272	Alfonso La Marmora
Q15730331	General of the Army
Q78492	Tomáš Garrigue Masaryk
Q194253	Evangelicalism
Q22670	Friedrich Schiller
Q3955	Weimar
Q870029	Gabriele Aldegani
Q106235	Hans-Dietrich Genscher
Q193020	Tim Duncan
Q7960924	Wake Forest Demon Deacons men's basketball
Q7151361	Paul Holsgrove
Q48986	Cyril Norman Hinshelwood
Q13424289	Edward Snowden
Q663906	Ersin Veli
Q22282645	Ersin
Q3765297	Giorgio Bo
Q15948116	Bo
Q193803	Roger Penrose
Q15995134	Shirley Hodgson
Q153132	Władysław Sikorski
Q1817355	Lviv Polytechnic
Q331953	Kazuyoshi Miura
Q16877243	Miura
Q1075954	Cholmondeley Award
Q2546075	Brett Ormerod
Q706240	Federico Insúa
Q17539144	Federico
Q3565308	Waldeck Rochet
Q553745	Dmitri Kruglov
Q19812227	Dmitri
Q5557779	Gia Chkhaidze
Q7800058	Tiago Costa
Q1253472	Doxa Katokopias F.C.
Q2425179	Gboko
Q2697057	Ryan Noble
Q2340967	Durham City A.F.C.
Q188542	Aliaksandr Hleb
Q471975	Vyacheslav Hleb
Q103343	Jennifer Connelly
Q242707	Paul Bettany
Q6132692	James Dolan
Q677191	James
Q335038	Peter Carington, 6th Baron Carrington
Q165503	baron
Q9312	Immanuel Kant
Q9465	ethics
Q940958	Geoff Ryman
Q39524	Gamal Abdel Nasser
Q521199	North Yemen Civil War
Q536221	Maicer Izturis
Q15056768	Major League Baseball debut
Q4015887	Vlado Šmit
Q242733	Sremska Mitrovica
Q300368	Jim Dowd
Q49702	Emperor Wen of Liu Song
Q3168726	Jean-Paul de Rocca Serra
Q185007	Rita Levi-Montalcini
Q495	Turin
Q112862	Mitsuko Aoyama
Q749612	Julian Lewis
Q1250560	Dorte Kjær
Q213001	Farouk I of Egypt
Q311441	Al-Rifa'i Mosque
Q209439	Pehr Evind Svinhufvud
Q18346687	Kotkaniemi
Q2996727	Antonio Soldevilla
Q333370	Edward Horsman
Q358783	Florin Răducioiu
Q12032980	Leopold Heyrovský
Q436237	Joshua King
Q3284319	Joshua
Q312495	Andrei Grechko
Q2651982	6th Army
Q516361	Sanel Jahić
Q3407316	Prokopis Pavlopoulos
Q9129	Greek
Q454925	Nikolai Bogolyubov
Q15628644	deputy of the Supreme Soviet of the Soviet Union
Q6757566	Marco Guidone
Q6252	Monza
Q15646111	Academy of Arts of the GDR
Q43252	Sophia Loren
Q103618	Academy Award for Best Actress
Q356450	Erskine Hamilton Childers
Q5891	philosophy
Q257181	Lucien Tesnière
Q1055925	Mont-Saint-Aignan
Q367146	Murat Suyumagambetov
Q193568	Nuno Gomes
Q244674	Benedict Cumberbatch
Q385471	London Academy of Music and Dramatic Art
Q334006	Gwyneth Dunwoody
Q1267367	Gwyneth
Q2317054	Juan Flores
Q1361978	Quinton Jacobs
Q276550	2008 Africa Cup of Nations
Q1098258	Claudiu Răducanu
Q1098214	Claudiu
Q10132	Rafael Nadal
Q21449215	Nadal
Q10381990	Theodor Fahr
Q4991371	soldier
Q375596	Andy Keogh
Q13627273	Andy
Q2361850	Kristian Zahrtmann
Q335232	E. L. Doctorow
Q28389	screenwriter
Q9576	James Callaghan
Q23293	East Sussex
Q264766	Theresa May
Q124407	type-1 diabetes
Q3811400	Yury Drozdov
Q703956	Maurizio Ganz
Q6758169	Marcus Fox
Q12201526	Member of the Order of the British Empire
Q336134	Hugh Dykes, Baron Dykes
Q575881	Ian Paisley Jr
Q215519	Democratic Unionist Party
Q3044	Charlemagne
Q6641722	Category:Charlemagne
Q16072674	Harold Neal
Q14647205	Harold
Q131324	Janet Jackson
Q2732758	Jackson
Q7787471	Thomas Bateson, 1st Baron Deramore
Q19878	Muammar Gaddafi
Q104680	colonel
Q368618	Ramón Núñez
Q126656	Ivan Paskevich
Q17783277	Category:Ivan Paskevich
Q4208886	Georgi Kakalov
Q31044372	Georgiy
Q333745	Patrick Gordon Walker
Q1655204	Séamus Brennan
Q3775924	Churchtown
Q3271129	Léon Larive
Q33999	actor
Q10514448	Marko Jakšić
Q3711	Belgrade
Q114859	Loïc Rémy
Q8753	Enrico Fermi
Q8021447	Willie Crilley
Q2057188	Vedran Ješe
Q25369	Kobe Bryant
Q270966	Reggie Miller
Q33035647	Clara Ponsatí i Obiols
Q13936	Sant Cugat del Vallès
Q5525328	Gary Jones
Q201812	Huddersfield
Q318526	Édgar Álvarez
Q261069	Stig Inge Bjørnebye
Q5345487	Edward Strutt, 1st Baron Belper
Q5541526	George Lane-Fox, 1st Baron Bingley
Q151098	Lucien Bonaparte
Q193391	diplomat
Q47480	Paul Dirac
Q691283	St John's College
Q3936962	Rónald González
Q1024337	Comunicaciones FC
Q7526990	Sir Godfrey Nicholson, 1st Baronet
Q19828531	Godfrey
Q316288	Mariano Rumor
Q7349636	Robert Schuman Medal
Q973384	Viorel Frunză
Q217	Moldova
Q7820028	Tommy Wright
Q1610217	Andrea Caverzan
Q1982099	Gláucio de Jesus Carvalho
Q10065	Taichang Emperor
Q9903	Ming dynasty
Q99878	Gerhard Welz
Q692571	Viktoria Aschaffenburg
Q3694239	Corrado Grabbi
Q1279583	Tom Driberg
Q524268	Charmaine Reid
Q274120	Niagara Falls
Q1000314	Tom O'Donnell
Q178283	County Limerick
Q5219279	Daniele Greco
Q318184	Juninho Paulista
Q1035	Charles Darwin
Q13526	Thomas Robert mkl
Q62767	Wilhelm Pfeffer
Q21483032	Pfeffer
Q6147623	Jamie White
Q48925	Bristol Rovers F.C.
Q208546	César Cui
Q11341592	The Mandarin's Son
Q2258268	Miguel Simão
Q2908879	Stanislav Dubrovin
Q159	Russia
Q2779161	Martín Hidalgo
Q477073	FC Saturn Ramenskoye
Q15835129	Mikhail Smirnov
Q15621289	Mikhail
Q10531	Luther Blissett
Q1394786	Falmouth
Q7352835	Robin Turton, Baron Tranmire
Q20980928	Finn Årup Nielsen
Q172491	data mining
Q5485378	Leandro dos Santos Branco
Q23380	Jean Auguste Dominique Ingres
Q8445	marriage
Q65470	Friedrich Guggenberger
Q1561545	captain lieutenant
Q535400	Grand Duke Nicholas Mikhailovich of Russia
Q7737	Russian
Q316654	Emperor Saga
Q909452	Imperial House of Japan
Q333694	Keith Joseph
Q1159033	Keith
Q185343	Mark Knopfler
Q4934835	Kitty Aldridge
Q1337299	Vladimir Tatarchuk
Q176371	PFC CSKA Moscow
Q96820	Johannes Kahrs
Q76951	George de Hevesy
Q2833	Freiburg im Breisgau
Q56189	Lise Meitner
Q16742096	nuclear physicist
Q5592	Michelangelo
Q21507056	Buonarroti
Q870121	Marcello Albino
Q1986221	Nicolaas van der Waay
Q208258	France Gall
Q362848	Steve Gohouri
Q18011418	Ulrich
Q7626907	Stuart Nicholson
Q7527380	Sir James East, 2nd Baronet
Q23649548	Nele Schröder
Q1754462	Luiz Guilherme da Conceição Silva
Q7612237	Steve Collis
Q6701	Jacob Grimm
Q14159020	Ludwig
Q156774	Pedro II of Brazil
Q7353766	Category:Pedro II of Brazil
Q84296	Ludwig Boltzmann
Q55326071	Category:Ludwig Boltzmann
Q669597	Robert S. Langer, Jr.
Q1158951	Dan David Prize
Q3894541	Paolo Tramezzani
Q7326253	Richard Davies Hanson
Q24185530	1857 South Australian colonial election
Q34474	Aleksandr Solzhenitsyn
Q49542	Russians
Q926749	Lycée Condorcet
Q2726156	Helmut Manseck
Q3925210	U-3007
Q276186	Aki Kaurismäki
Q168693	Jean-Pierre Melville
Q11758	L. L. Zamenhof
Q1426400	Homaranismo
Q177413	demon
Q216082	Australian Labor Party
Q7437357	Scott Taylor
Q2260734	Scott
Q14038597	Friedrich
Q25310	Robert F. Kennedy
Q149086	homicide
Q10379390	Julian Alsop
Q333111	George Robinson, 1st Marquess of Ripon
Q6279	Joe Biden
Q174224	Wilmington
Q296621	Jermaine Jenas
Q466127	Mohamed Kallon
Q826107	1996 African Cup of Nations
Q20020378	Sergei Lapshin
Q727147	FC Khimki
Q102419	Derek Barton
Q516460	Luca Bucci
Q107130	Rajesh Khanna
Q862086	Indians
Q49452	Pierre Clostermann
Q10855226	Grand Cross of the Legion of Honour
Q7302	George Frideric Handel
Q486762	Blazhe Ilijoski
Q157642	Vladimir Arnold
Q261900	David Winnick
Q55277	John Boorman
Q1545679	Shepperton
Q53620	Hjalmar Branting
Q354715	Antonio Salandra
Q391960	Damian Green
Q809009	Barry
Q315143	John Boyd Orr, 1st Baron Boyd-Orr
Q77060	Dietrich Fischer-Dieskau
Q176298	Friedhof Heerstraße
Q530753	Rikke Olsen
Q7182527	Phil Walsh
Q361149	Gene Wolfe
Q24925	science fiction
Q35064	Agatha Christie
Q208505	crime novel
Q5080854	Charles McLaren, 1st Baron Aberconway
Q6499193	Laura McLaren, Baroness Aberconway
Q214665	Nino Rota
Q13426124	Aretas Akers-Douglas, 1st Viscount Chilston
Q8772	Joseph Fourier
Q188771	French Academy of Sciences
Q17790	Kangxi Emperor
Q1133192	Hiroyuki Hosoda
Q5287	Japanese
Q271878	George Curzon, 1st Marquess Curzon of Kedleston
Q189449	Yossi Benayoun
Q18723	Queens Park Rangers F.C.
Q19185	George Bernard Shaw
Q523926	Royal Academy of Dramatic Art
Q980930	Perica Ognjenović
Q17090792	Ognjenović
Q888630	Bobby Mimms
Q103784	Donald Sutherland
Q3476361	Scottish American
Q19216	Ma Ying-jeou
Q1337942	Hengshan County
Q333354	Charles Wood, 1st Viscount Halifax
Q108700	Whigs
Q332950	Charles Kennedy
Q154759	Sven Hedin
Q19781340	Adolf Fredrik Church cemetery
Q39607	Antoine Lavoisier
Q446875	Antoine François, comte de Fourcroy
Q25351	Theodor Mommsen
Q4742987	American Antiquarian Society
Q2926942	Bruno Retailleau
Q715706	Aleksandar Đurić
Q8488	1992 Summer Olympics
Q1360918	Ernst von Schiller
Q156349	Sarvepalli Radhakrishnan
Q43682	Philipp Lahm
Q324854	Germany national under-19 football team
Q4798519	Arthur Duncombe
Q21084426	9th Parliament of the United Kingdom
Q37181	Luiz Inácio Lula da Silva
Q34359656	Category:Luiz Inácio Lula da Silva
Q84192	Maximilian I of Mexico
Q2638011	House of Lorraine
Q79848	Southampton
Q36023	Calvin Coolidge
Q6504443	Lawrence Orr
Q269868	Richard Burden
Q3973189	Stephen Henderson
Q1058697	Leon Best
Q16833377	Best
Q57398	Aníbal Cavaco Silva
Q1979891	NOVA University Lisbon
Q986782	Salvatore Aurelio
Q183492	Margaret Atwood
Q1930	Ottawa
Q311253	Harlan Ellison
Q130805	George I of Great Britain
Q770417	Michael Foster
Q48149	Fyodor Ivanovich Tolbukhin
Q6771921	Marlon Broomes
Q3849698	Marlon
Q313805	Alfred Deakin
Q2415446	Ronnie Ekelund
Q7365778	Ronnie
Q105660	Holly Hunter
Q985304	Conyers
Q1116655	Alex Maskey
Q9021	Max Planck
Q38104	Nobel Prize in Physics
Q1606473	Henry Ayers
Q21447950	Ayers
Q8007	Franklin Delano Roosevelt
Q2616627	James Roosevelt
Q26286363	William Matthews
Q36380	Society of Jesus
Q3839696	Luigi Giandomenico
Q4245067	Luigi
Q3101945	George Kingston
Q18662245	Member of the South Australian Legislative Council
Q6700267	Luis Alberto Carranza
Q47487399	Kenneth Seals-Nutt
Q38022	St. Louis
Q272644	Ruth Kelly
Q928249	Kelly
Q1239291	Alexander Downer
Q30678751	Category:Sergei Korolev
Q321419	John Boydell
Q24636849	Elizabeth Lloyd
Q2545186	Geoffrey de Freitas
Q760967	Clare College
Q9749	Emperor Suzong of Tang
Q11641	Grace Hopper
Q7431696	Schlesinger Library
Q5849720	Maureen Franco
Q15452761	John Abel Smith
Q15458169	John Smith
Q106573	Nathalie Baye
Q212015	Johnny Hallyday
Q334565	David Waddington, Baron Waddington
Q2600770	Klimenti Tsitaishvili
Q2468781	Hapoel Tzafririm Holon F.C.
Q5338070	Ediglê Quaresma Farias
Q1012481	Whitehaven
Q7411834	Samuel James Mitchell
Q92562	Léon Daudet
Q3064277	Faculté de médecine de Paris
Q12344159	William
Q128956	Harold Wilson
Q81174	Jesus College
Q695228	Tim Loughton
Q16075283	Zhao Cheng
Q272855	Kazuo Ishiguro
Q38234	Nagasaki
Q192	David Cameron
Q47354511	Mary Fleur Mount
Q3852273	Mat Sadler
Q5606121	Greg Pearson
Q1089227	Ludmilla Pitoëff
Q234866	Marco Amelia
Q1543	A.C. Milan
Q695858	Paulo Rink
Q131239	UEFA Euro 2000
Q3904144	Pietro Parente
Q215533	Rigobert Song
Q2204508	Antonio Acosta Rivera
Q885374	John W. Bricker
Q1991515	Canito
Q12682	Llavorsí
Q1968551	Pádraig Flynn
Q7595066	St Patrick's College
Q26207	Hugh Dalton
Q1618104	Dalton
Q433759	Milan Susak
Q1076681	Milan
Q57394	Nursultan Nazarbayev
Q612907	Order of Alexander Nevsky
Q1338323	Emmanuel Krontiris
Q152665	2. Bundesliga
Q165557	Robert E. Lee
Q501761	Lexington
Q127330	Frank Zappa
Q190933	Anton Webern
Q8047125	Yakov Zalevsky
Q2010991	FC Odesa
Q517113	André Bikey
Q6298851	André
Q7489	Emperor Gaozong of Song
Q3100541	Generoso Rossi
Q108929	Elke Blumenthal
Q186830	Zeitschrift fuer Aegyptische Sprache und Altertumskunde
Q314773	Lord Randolph Churchill
Q166886	duke
Q4261	Michel Platini
Q55332442	Laurent Platini
Q943014	Jan Kohout
Q58195	Karel Schwarzenberg
Q483457	Magno Alves
Q28933884	Alves
Q29031	Charles Oman
Q34217	Oxford
Q214117	Hélder Postiga
Q917313	Vila do Conde
Q356814	Kasey Keller
Q513658	University of Portland
Q92760	Claude Shannon
Q33528466	Betty Shannon
Q66107	Henry Kissinger
Q9554	Martin Luther
Q733786	monk
Q159585	Boris III of Bulgaria
Q23931760	Riddhima Kapoor Sahani
Q333986	Francis Maude
Q1441346	Francis
Q632065	Joel Griffiths
Q588700	Joel
Q188094	economist
Q2915424	Eremia Grigorescu
Q3660370	Carmine Gautieri
Q37212014	Gautieri
Q969793	Mário Felgueiras
Q5328505	East Grinstead Town F.C.
Q312317	Maxi López
Q7967127	Wanda Nara
Q135481	Lev Gumilyov
Q656	Saint Petersburg
Q1096496	Claude Bartolone
Q17523984	Claude
Q1541	Cicero
Q435936	Terentia
Q557965	Jelle Vossen
Q437262	Gennady Rozhdestvensky
Q17378135	Great Soviet Encyclopedia (1969–1978)
Q1711285	Karsten Hutwelker
Q124710	Mutaib bin Abdulaziz Al Saud
Q237829	Edward Smith-Stanley, 14th Earl of Derby
Q338354	Charles Adderley, 1st Baron Norton
Q474659	Britney Spears discography
Q4786639	Archie Cameron
Q2665316	Cameron
Q7317	Giuseppe Verdi
Q3290593	Margherita Barezzi
Q1453427	Church of Our Lady before Týn
Q5220202	Danny Cadamarteri
Q365680	assault
Q7374	Alfred Hitchcock
Q373120	Stephen Sunday
Q1007872	Anderson Roberto da Silva Luiz
Q16196462	Yuriy Fokin
Q1698960	Klaus-Peter Johne
Q722678	Augustan History
Q3228832	Lee Ashcroft
Q3763237	Gianluca Gaudenzi
Q2543173	Lee Cook
Q9408	Barnet F.C.
Q2618106	Jonathan Gould
Q1158394	Jonathan
Q233957	Severo Ochoa
Q39631	physician
Q660145	Taufik Hidayat
Q3445305	Mate Dragičević
Q2306993	Džoni Novak
Q437	Ljubljana
Q208590	Kristin Scott Thomas
Q24241	César Award for Best Actress
Q3392727	José Luis Deus
Q333270	Eamonn Duggan
Q376002	Alexander Søderlund
Q4411324	Phil Marsh
Q2082915	Leigh Genesis F.C.
Q30487	Mikhail Gorbachev
Q16	Canada
Q1773764	Jamal Campbell-Ryce
Q7330071	Richard Wood, Baron Holderness
Q2089098	Christian Corrêa Dionisio
Q12940	Jacques Chaban-Delmas
Q317863	Mário Jardel
Q3829381	Lee Power
Q2276876	Shane Ross
Q18043391	senator of Ireland
Q4808841	Assi Tubi
Q21510210	Smet
Q5342269	Edward Stirling
Q707235	Tan Boon Heong
Q13530072	Jerry Wiggin
Q4013457	Vincenzo Pepe
Q561004	Sunil Chhetri
Q671622	Arjuna Award
Q244312	Vince Cable
Q10554334	John Rowlands
Q14277	William Herschel
Q20967498	Isaac Herschel
Q5233732	David Ford
Q37303713	Member of the 3rd Northern Ireland Assembly
Q5109480	Paul Dalglish
Q22316	John Kerry
Q10669499	naval officer
Q5083597	Charles Williams
Q1688722	Williams
Q467268	Sydney Leroux
Q15080511	Taylor
Q19975561	Mehmet Aksu
Q43033	Desmond Tutu
Q28663073	Nomalizo Leah Tutu
Q677902	William Wedgwood Benn, 1st Viscount Stansgate
Q5622118	Guy Branston
Q981103	David Loria
Q584858	Halmstads BK
Q166092	Camillo Benso di Cavour
Q24073753	Adelaide Suzanne de Sellon
Q186485	Billy Crystal
Q2895431	Ben Francisco
Q5369	baseball
Q36450	Catherine II of Russia
Q495426	Ceyhun Eriş
Q26908223	Alireza Salehi Nejad
Q4204179	executive committee
Q2597507	Artur Chilingarov
Q186473	Federation Council
Q84802	Eberhard Godt
Q653328	Naval Historical Team
Q1369663	Tim
Q17150957	Suman Pokhrel
Q23848	Ennio Morricone
Q8509609	Template:Ennio Morricone
Q6137309	James Kilfedder
Q258464	Trinity College Dublin
Q2565802	Peter Lérant
Q7315	Pyotr Ilyich Tchaikovsky
Q9730	classical music
Q718946	Marcos Aurélio
Q5133981	Clint Marcelle
Q9426	Stevenage F.C.
Q720	Genghis Khan
Q57106	Heinrich Schliemann
Q23498	archaeology
Q1978163	Nikolai Noskov
Q855091	guitarist
Q3098718	Gaspar Azevedo
Q8007204	William Cowper-Temple, 1st Baron Mount Temple
Q311898	Robert Jarni
Q167839	Čakovec
Q506616	drowning
Q8620	Kwame Nkrumah
Q9095	James Clerk Maxwell
Q395	mathematics
Q1588356	Andrey Akopyants
Q701566	Roman Wallner
Q13298	Graz
Q491630	Ricardo Esteves
Q7967245	Wanderson Cafu
Q10862438	fullback
Q24826	Liverpool
Q53002	François Truffaut
Q44481	Pierre-Simon Laplace
Q121842	French
Q652581	Haim Ramon
Q939743	Parliamentary Assembly of the Council of Europe
Q116995	Charles Dutoit
Q15278116	Officer of the Order of Canada
Q17094132	Serhiy Yarmolych
Q1533415	Alfonso Camorani
Q2271138	A.S.D. Cassino Calcio 1924
Q39246	Richard Feynman
Q54086433	Abram Bader
Q333781	James Fergusson
Q254106	Crimean War
Q63397	Gustav Jäger
Q1417679	Pfarrhaus
Q455173	Alexandru Popovici
Q12757606	Popović
Q332897	Maurice Macmillan
Q446698	John O'Connell
Q216517	Fianna Fáil
Q367342	Mario Scelba
Q600636	George Cavendish-Bentinck
Q12299841	cricketer
Q152844	Oliver Bierhoff
Q101959	Borussia Mönchengladbach
Q1407838	Mícheál Ó Móráin
Q1068258	University College Dublin
Q957543	Ernest Shackleton
Q691152	Royal Geographical Society
Q6542789	Liburd Henry
Q5716947	Henry
Q252657	Georgios Rallis
Q181754	heart failure
Q57103	Karl Weierstraß
Q20266330	Frederick William University
Q3132361	Henri de Raincourt
Q361297	Joe Jackson
Q6771962	Marlon Patterson
Q313826	Joaquim Rodríguez
Q23646700	Biciciclismo
Q5289420	Yuri Shukanov
Q946492	Dmytro Yeremenko
Q285249	Ann Clwyd
Q317033	Dimitri Tiomkin
Q3608099	Albertina Rasch
Q1460678	Antonino Bonvissuto
Q37481849	Bonvissuto
Q2705560	Bülent Akın
Q1797544	Kızılcahamamspor
Q269940	Simon Burns
Q17592486	member of the Parliament of Finland
Q197572	Hugo Henrique Assis do Nascimento
Q2066158	Denys Dedechko
Q3438459	Rodrigo Fernandes Alflen
Q7439	Richard Stallman
Q1249148	Richard
Q50862318	Arnaud Beltrame
Q8027	Martin Luther King Jr.
Q3611283	A. D. King
Q484396	Park Joo-bong
Q7197	Simone de Beauvoir
Q5639313	Haim Silvas
Q223727	Beitar Jerusalem F.C.
Q12097	king
Q7251	Alan Turing
Q337162	Jill Knight
Q165862	Royal Air Force
Q323944	Christoph Westerthaler
Q213134	Lars Jacobsen
Q1677742	Jacobsen
Q57298	Abdullah of Saudi Arabia
Q10513384	William Amendoim
Q1416904	Social Futebol Clube
Q342375	Viorel Moldovan
Q377621	Gloria Bistrița
Q1390670	Willie O'Dea
Q5224835	Darren Caskey
Q41513	William Blake
Q23662019	Green Street
Q461003	Steven Moffat
Q192775	University of Glasgow
Q337970	Michelle Gildernew
Q76382	Sinn Féin
Q981847	Richard Bruton
Q83155	Jacques-Louis David
Q298041	Kārlis Ulmanis
Q2035979	Rafał Grzelak
Q7150900	Paul Giles
Q272642	Tessa Jowell
Q220746	Juan Pablo Sorín
Q21502181	Sorin
Q9204	C. S. Lewis
Q333550	Clare Short
Q103774	Ravi Shankar
Q5361084	Elin Jones
Q2470278	Ricardo Ribeiro Fernandes
Q128446	FC Porto
Q371731	Grand Duke Michael Pavlovich of Russia
Q161106	Grand Duke Konstantin Pavlovich of Russia
Q2514	Willy Brandt
Q74311	Jay O'Shea
Q21449777	O'Shea
Q1216883	Nenad Stojaković
Q106303	Daniel Auteuil
Q2259451	stage actor
Q3017124	Dave Barnett
Q48948	Port Vale F.C.
Q2057774	Patrick Little
Q18002623	Patrick
Q7291841	Randolph Isham Stow
Q6342921	K. Langloh Parker
Q3119872	Jerry Hairston Jr.
Q1472347	Southern Illinois University Carbondale
Q42775	Johnny Cash
Q17329836	Larousse Encyclopedia online
Q16075365	Zhao Shi
Q7322532	Ricardo Alonso
Q288928	agnosticism
Q1027483	Luiz Diallisson de Souza Alves
Q336732	Henry Brand, 1st Viscount Hampden
